Code,DatasetID,Provider,Country,lat,lon,GeoBlock,Clay,Silt,Sand,OC,Db,dg,Sg,Instrument,Landuse_Code,Texture Class,Ksat,logKsat,Porosity,Porosity_sq,PoreRatio,BD_Adams,RelCompaction,OrganicPore,log_dg,Sg_,KC_logK,Sand_Clay
11,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,16.664,22.036,61.3,0.411,1.38,0.14367369346263872,14.423287023918833,4,6,SANDY LOAM,5.755,0.7600453279658106,0.47924528301886793,0.22967604129583483,0.4058888452957006,1.4050653867903145,0.9821606972700586,0.1969698113207547,-0.8426227435559936,14.423287023918833,2.214992910529305,3.678588574171867
12,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,19.559,19.684,60.757,0.524,1.385,0.1281589240637409,16.13630548208417,4,6,SANDY LOAM,5.666,0.7532765701844184,0.47735849056603774,0.22787112851548594,0.3982228312977037,1.390678836033601,0.9959165007142858,0.2501358490566038,-0.8922511472893448,16.13630548208417,2.1074551427317805,3.10634490515875
13,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,10.836,31.427,57.737,0.583,1.298,0.15240012114413165,11.156770413484034,4,6,SANDY LOAM,7.207,0.8577545220594422,0.510188679245283,0.26029248843004626,0.553521909698202,1.3832837202001511,0.9383469067446184,0.29744,-0.8170146877719631,11.156770413484034,2.4009367219201194,5.3282576596530085
14,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,13.294,28.581,58.125,0.585,1.349,0.14269106498020057,12.45169240281251,4,1,SANDY LOAM,7.197,0.8571515026874931,0.49094339622641514,0.24102541829832685,0.4566275561977528,1.3830344162802937,0.975391489987769,0.28720188679245284,-0.8456032206574925,12.45169240281251,2.2601869566018604,4.372273205957574
15,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,11.238,29.62,59.142,0.601,1.373,0.1583862272777243,11.376841749364914,4,6,SANDY LOAM,7.115,0.8521749044203031,0.48188679245283017,0.23221488074047703,0.41685569908998865,1.3810432153022745,0.9941759857959883,0.2896139622641509,-0.8002825858610413,11.376841749364914,2.311251853170548,5.2626801922050195
16,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,23.21,34.805,41.985,0.39,1.351,0.057086561992945095,15.503899320106752,4,1,LOAM,2.762,0.4412236742426125,0.490188679245283,0.24028494126023492,0.4531801525131585,1.407771855225872,0.9596725456506848,0.19117358490566036,-1.2434661113540209,15.503899320106752,1.4611699400428755,1.8089185695820766
17,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,25.535,32.523,41.941,0.488,1.365,0.05283837810974806,16.53359104199944,4,1,LOAM,2.359,0.37272794088559547,0.4849056603773585,0.23513349946600215,0.42973250630310555,1.3952300791465695,0.978333265890411,0.23663396226415093,-1.2770505216554875,16.53359104199944,1.3709284445133103,1.6424906990405328
18,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,24.799,33.41,41.791,0.39,1.36,0.05382130280536161,16.167898053232687,4,1,LOAM,2.61,0.41664050733828095,0.48679245283018857,0.23696689213243136,0.43797108604818125,1.407771855225872,0.9660656270058708,0.18984905660377355,-1.2690457938570736,16.167898053232687,1.395185134019059,1.6851889189080205
19,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,35.22,21.926,42.854,0.577,1.426,0.039853150711170016,21.252059923042545,4,6,CLAY LOAM,1.826,0.26150077319828013,0.46188679245283015,0.2133394090423638,0.3402979465554602,1.3840321715217692,1.0303228706252445,0.266508679245283,-1.3995373384489278,21.252059923042545,1.0246159330749725,1.2167518455423054
20,1.0,M. Rahmati,Iran,37.836069,46.426016,7_9,28.598,27.998,43.403,0.809,1.415,0.0504590090477077,18.31862410207187,4,6,CLAY LOAM,1.986,0.29797924415936233,0.4660377358490566,0.21719117123531506,0.35501125281143603,1.355669773888097,1.0437645120181018,0.3770245283018868,-1.2970612827391392,18.31862410207187,1.2479508351640523,1.517693545003147
